Region,Sq. Km
NZIU,39.6
NZIU,39.6
WOTE,75.3
KAMUNYOLO,24.1
UNOA,51.2
MBOONI EAST,693.3
KAKO,86.4
KAKO,57.4
KAKO,18.6
KYALUMA,13.7
MIAU,25.1
MBIMBINI,29
MBIMBINI,21.4
MITUVU,7.6
KALAWA,162.6
ATHI,36.8
KAVUMBU,19.7
MIANGENI,17.1
KALAWA,44.8
KALAWA,11.9
KIMEENI,15.2
MWELELI,17.7
MAKINYA,49.4
KASOONI,11.1
MALUNDA,16.4
MBUKONI,22
MBAVANI,31.5
KALOOI,13.6
KINZE,17.9
KATHULUMBI,171.4
KATANGINI,37.2
ITITU,17.2
THWAKE,20
KATHULUMBI,94.9
KATHULUMBI,31.1
MUTEMBUKU,26.7
SYOTUVALI,37.1
NDAUNI,39.3
KATHONGO,20.8
NDAUNI,18.5
KISAU,89
KALIMANI,45.6
MUKIMWANI,21.6
MUTHWANI,10.6
NDUUNI,13.4
KISAU,43.4
MANGANI,20.9
MWANA,10.5
NGONI,12
KITETA,84.1
KITETA,33.3
KAKUSWI,20.5
NDITUNI,12.7
NGILUNI,30.5
NGAA,16.3
UTUNENI,14.2
KIAMBWA,20.3
KANYENYONI,6.3
TAWA,14
WAIA,99.8
NDULUKU,35.3
MITHUMO,17
MUKUKU,18.3
USALALA,34.4
USALALA,20.9
WAMBITI,13.5
WAIA,30.2
SAKAI,30.2
MBOONI WEST,270.7
KITUNDU,84.3
KILYUNGI,5.8
KILYUNGI,2.7
KINYASYE,3.1
KITHUNGO,40.7
KALIANI,21.1
NGAI,16.8
UVUU,2.7
KITUNDU,16
KITUNDU,16
MATAA,7.1
KIUMI,4
MATAA,3
UTANGWA,14.7
KAVUMBU,7.6
UTANGWA,7.1
MBOONI,59.8
KYUU,16.2
KYUU,7.2
MUKUMU,9
MBOONI,27.6
MUTITU,9.4
NGAA,6.6
UTHIUNI,11.5
NZEVENI,15.9
KIKIINI,9
NZEVENI,6.9
TULIMANI,126.7
ITETANI,23.7
ITETANI,23.7
KALAWANI,35.7
KALAWANI,35.7
MAVINDU,12.9
MAVINDU,12.9
TULIMANI,15.5
IIANI,15.5
WANZAUNI,22
WANZAUNI,22
YANDUE,16.9
MBANYA,8.4
YANDUE,8.5
MUKAA,803.7
KASIKEU,108.6
KASIKEU,30.1
KASIKEU,15.8
KITHINA,14.3
MUMELA,27.8
MASOKANI,11.4
MUMELA,16.4
WATHINI,50.7
UVALENI,20.9
WATHINI,29.7
KILOME,96
KITAINGO,45.4
KIONGWANI,24.7
KITAINGO,20.7
MUKAA,50.6
KILOME,32.6
MAIANI,18
KIOU,152.8
KWALE,38
KIOU,13.1
KWALE,24.9
MUANI,114.8
LUMU,17.7
MUANI,17.6
SULTAN HAMUD,79.4
MALILI,446.2
KASALAMA,20.3
KASALAMA,20.3
KIIMAKIU,55.7
KAVUKO,9.9
KIIMAKIU,45.8
MALILI,192.9
MALILI,22.8
MAVIVYE,28
MUUMANDU,106.4
KIMUTWA,35.7
NGAAMBA,177.3
ITUMBULE,52.5
NGAAMBA,124.8
NZAUI,775.2
KALAMBA,89.6
IKANGAVYA,25.8
IKANGAVYA,18.9
KALEMBWANI,6.9
KALAMBA,31.8
KALAMBA,19.2
KWAKALUI,12.6
KITHUMBA,32
KITHUMBA,14.4
NDUUMONI,9.7
NZEENI,7.8
MATILIKU,122.6
KAWALA,45.7
KAWALA,22.2
MAVIAUME,13.7
NDOVEA,9.7
KILILI,48.3
KATHATU,15.8
KILILI,11.1
MULENYU,12.7
WEE,8.8
NZAUI,28.6
KWAKUKUI,15.8
MATILIKU,12.8
MBITINI,108
KAKUTHA,9.8
KITHUMANI,5.8
MANOONI,4
KAVUTHU,17.5
KAVUTHU,8.1
VULUENI,9.5
KYEMUNDU,23.3
KALIINI,7.4
KYEMUNDU,4.3
MBELETU,4.2
YUMBANI,7.4
MASUE,11.9
MASUE,11.9
MUNGYANI,12.6
MUAMBWANI,7.7
MUNGYANI,4.9
MUTISWA,18
KATANI,9.3
MUTISWA,8.7
MUTYAMBUA,14.8
KYUMBUNI,8.7
MUTYAMBUA,6.1
MULALA,121.9
EMALI,57.6
EMALI,30.4
KWAKAKULU,5.6
TUTINI,21.6
MULALA,45
ITETA,10.7
KATUNE,8.2
MAATHA,18.2
MATIKU,7.9
NGETHA,19.2
MWASANGOMBE,3.8
NGETHA,15.5
NGUU,333
ITHUMBA,85.3
KAKILI,17.4
MASUMBA,21.3
MII,27.4
MITHUMONI,19.3
KIKUMINI,26.9
KIKUMINI,16.1
NDUNGUNI,10.8
MWEINI,88.2
MWEINI,29.7
VOLOLO,38.2
YIKIVUMBU,20.3
NGUU,84
KANYILILYA,32.7
MASAMUKYE,21.9
NTHUNGUI,29.4
WOLWA,48.6
MAKASA,22
THITHI,16.4
WOLWA,10.2
NYANDARUA,"3,285.80"
KINANGOP,293.6
NYAKIO,55.8
NYAKIO,55.8
HARAKA,5.9
KAGERAINI,12.3
KARANGATHA,11.8
KIHUNGURU,4.9
MUKEU,6.7
RWANYAMBO,6.6
YAANGA,7.6
MAGUMU,80.9
MAGUMU,80.9
BAMBOO,6.9
GITWE,16.2
HENI,14
KARATI,17.2
MATURA,15.1
MUTONYORA,11.6
S. KINANGOP,93.8
NJABINI,93.8
KARIAINI,10.7
KIANDEGE,16.5
KIBURU,14.3
MURUAKI,19.5
NJABINI,17.5
TULAGA,15.4
GITHABAI,63.1
GITHABAI,63.1
GITHABAI,16.3
KOINANGE,15.3
NDOTHUA,23.6
PHASE LL,7.9
NYANDARUA SOUTH,313.6
CENTRAL,195.3
ENGINEER,122.6
ENGINEER,10.4
GATHARA,23.5
KAHURU,40.1
WERU,48.6
MURUNGARU,72.7
HIANYU,21.5
KAMBATA,19.2
OLMAGOGO,32
NORTH KINANGOP,118.3
KITIRI,53.4
KINJA,15.7
KITIRI,23.7
RAITHA,14
NORTH KINANGOP,64.9
KIAMBARIKI,17.1
MEKARO,5.5
MKUNGI,30.6
NANDARASI,11.6
MIRANGINE,245.6
MIRANGINE,62.5
MATHAKWA,17
MATHAKWA,9.6
MICHARAGE,7.4
MIRANGINE,18.7
KURUNGU,10.2
MIRANGINE,8.6
MATINDIRI,26.8
MATINDIRI,16.2
WANJURA,10.6
NGORIKA,48.7
NYAITUGA,11
NYAITUGA,7.4
WIYUMIRIRIE,3.6
NGORIKA,24.8
NGORIKA,24.8
RUTARA,12.9
KANJAU,4.7
RUTARA,8.2
SABUGO,57.7
SABUGO,10.7
NYAKIAMBI,5.4
SABUGO,5.3
GITUAMBA,13.6
GITUAMBA,7.8
KIHUHO,5.8
MATUNDA,12.1
MATUNDA,12.1
DUNDORI,21.4
KARANDI,5.3
MUTARAKWA,7.5
RUIRU,8.6
TUMAINI,76.6
KANJUIRI,29.4
KAGAA,12
KAGUMU,5.3
KANJUIRI,12.1
KAGUNDA,24.6
KIHOTO,11.6
MURINDATI,12.9
TUMAINI,22.6
GATHUNDIA,9.8
UPPER-GILGIL,12.8
KIPIPIRI,456.3
GETA,38.1
GETA,9.8
GETA,4.3
KAGONGO,3.5
RUTUBA,2
KIAMBOGO,8.6
KIAMBOGO,5.5
KIANJOGU,3.1
MAKUMBI,10
MAKUMBI,3.3
MIHATO,3.3
RUMWE,3.4
MIKEU,9.7
KANGURUNGA,4.9
MIKEU,4.9
KIPIPIRI,250.7
KIPIPIRI,44.3
KIRIMA,14.1
MACHINERY,18.2
MIHARATI,12
LERESHWA,34.3
KABATI,18.7
LERESHWA,15.7
MALEWA,37.1
GITWE,8.2
KIMATHI,17
MALEWA,11.9
MAWINGU,70.2
GITHIORO,30
MAWINGU,20.7
MUMUI,19.5
TURASHA,64.7
KIRIKO,23.4
MUNORU,41.3
WANJOHI,167.5
GATONDO,56.9
GATONDO,12.3
HUHIRIO,21.2
RIRONI,23.4
NDEMI,57.9
KIMURU,20.7
MICHORE,17.9
NDEMI,19.3
WANJOHI,52.7
GITEI,12.7
MAHIGAINI,16.3
WANJOHI,23.7
NYANDARUA CENTRAL,346.6
KAIMBAGA,112.2
GICHUNGO,47.8
GICHUNGO,13.4
MATHATHI,18.1
THITAI,16.3
KAIMBAGA,64.4
KANDUTURA,33.9
RUMATHI,30.5
MAWINGO,50.6
KIRIMA,19.8
KIRIMA,10
THABA,9.8
MAWINGO,30.8
KANYIRIRI,7.4
KARUGUTU,6.9
MAWINGO,10.6
MUNDI,5.8
OLKALOU,52.4
KAGAA,18.2
KAGAA,8.6
MUIRI,6
OLEOLONDO,3.6
MUNYEKI,18.5
KAHUHO,9.1
MUNYEKI,9.4
OLKALOU,15.7
KWALE,8
MANYATTA,3.2
TOWNSHIP,4.5
RURII,131.5
PASSENGA,70.8
GITHUNGURI,14.5
MATURA,21.2
PASSENGA,19.9
SILANGA,15.2
RURII,60.6
GIKUMBO,9.6
MANYATTA,10.3
MUKINDU,29
RURII,11.7
NYANDARUA WEST,384.9
BOIMAN,56.1
HUHO-INI,25.4
GITUAMBA,12.6
HUHO-INI,12.8
SILIBWET,30.7
KAMWANGI,9.8
SILIBWET,20.9
GATHANJI,80.8
GATHANJI,55.2
CHAMUKA,24.4
GATHANJI,30.8
NGANO,25.5
NGANO,12.7
NGATHA,12.8
GATIMU,72.7
GATIMU,19.4
GATIMU,12.2
MADARAKA,7.2
GIKINGI,9.5
GIKINGI,5.1
RIVERSIDE,4.4
KIWANJA,43.8
KANGUU,23.4
KIWANJA,20.3
OL JORO OROK,70.3
NYAIROKO,19.3
NYAIROKO,10.8
KIANIA,8.5
OL JORO OROK,21.8
LESIRKO,12
SIMBA,9.9
ORAIMUTIA,29.2
GICHAKA,13.9
ORAIMUTIA,15.3
WERU,105.1
GATUMBIRO,27.3
GATUMBIRO,9.3
KIHARO,17.9
KIRIMANGAI,22.1
KIRIMANGAI,11
GATHUNDIA,11.2
WERU,55.7
KASUKU,23.9
WERU,31.8
NYANDARUA NORTH,528.4
KANYAGIA,85.1
KANYAGIA,19.1
GATHERU,7.8
MAGUMU,11.3
KIHARA,29.5
KAHIGA,10.8
KIHARA,18.6
MURUAI,36.6
GITHIMA,16.1
MURUAI,20.5
MUTANGA,179.6
KIRIITA,11.1
KIRIITA,4.4
SHAURI,6.7
LESHAU,81.9
KAHEMBE,9.4
KARAGOINI,14.8
MBUYU,48.9
MUNGETHO,8.9
MAIRO-INYA,25.3
GATHANGA,6.8
GITHUNGUCHU,11.3
MAIRO-INYA,7.2
MATHINGIRA,61.4
KIRERA,19.4
LESHAU PONDO,11.8
MATHANJI,5.1
NGAWA,11.7
NDIVAI,13.4
NDARAGWA,136.4
KAHUTHA,48.7
KAHUTHA,13.7
NGAMINI,35
KIANJOGU,38.8
KIANJOGU,8.2
NDURURI,17.5
URUKU,13
KIRIOGO,39.9
KARIKI,26.3
KIRIOGO,13.7
MURICHU,9
MATUIKU,3.4
MURICHU,5.5
SHAMATA,127.3
KIRIMA,38.7
GAKOE,16.9
KIRIMA,21.8
MWIHOKO,49.7
KARANDI,17.5
KILIMANJARO,12.2
PESI,19.9
SHAMATA,38.8
SHAMATA,26.7
SIMBARA,12.1
ABERDARE NATIONAL PARK,716.7
ABERDARE NATIONAL PARK,716.7
ABERDARE NATIONAL PARK,716.7
ABERDARE NATIONAL PARK,716.7
NYERI,"3,325.00"
TETU,216.5
TETU EAST,74.4
AGUTHI,25.4
GICHIRA,5.5
GITITU,6.2
ITHEKAHUNO,3.7
MUNGARIA,4.4
THAGE-INI,5.6
GAAKI,22.1
GAAKI,8.5
GATHAITHI,3
HUHO-INI,3.4
KIAWAITHANJI,3.2
MUTATHI-INI,3.9
KARUNDU,26.9
KAIGURI,3.6
KARIGU-INI,2.9
KIANJOGU,8.6
KIGWANDI,3.6
KIHORA,2.2
MBAA-INI,2.3
UNJIRU,3.6
TETU WEST,142.1
HUHO-INI,13.2
ICHAGACIRU,7.5
KIRURUMI,5.7
KIMATHI,14.7
KANJORA,3.4
KARUNA-INI,7.5
NGOORU,3.8
MUHOYA,76.2
IHURURU,5.9
THATHA,70.3
THEGENGE,26.4
GATHUTHI,3.2
HUBU-INI,3.5
IHITHE,3.7
KARANGIA,4.1
KIAMUTIGA,2.8
MATHAKWA-INI,2.9
NDUGAMANO,4.2
WANDUMBI,2
TETU,11.7
KARAIHU,4.6
KIGOGO-INI,3.9
GATUMBIRO,3.1
KIENI EAST,448.7
CENTRAL,207.3
CHAKA,22.3
CHAKA,3.2
THIGI,19.1
KABARU,40.1
KAIRI,6.6
KIMAHURI,6.9
MBIRIRI,22.9
NDATHI,3.7
LUSOI,66
KARICHEN,13.8
LUSOI,28.9
THUNGARI,23.3
THIGU,28.8
GATEI,9.5
MARAGIMA,11.4
THIRIGITU,7.9
WARAZO,50.1
JET,6.3
HUHOINI,17.5
KIRIMA,13.2
MUNYU,13.2
KIENI EAST,241.4
GAKAWA,38
EQUATOR,8.7
KAAGA,10.9
KAHURURA,18.4
GITHIMA,69.8
BURGURET,15.4
GATHIURU,14.2
GATUANYAGA,18.4
GITHIMA,21.8
KAMBURAINI,49.7
KAMBURAINI,15.1
MANYATTA,15.1
RONGAI,19.5
KIAMATHAGA,37.6
GIKAMBA,7.2
KABENDERA,5.5
MURICHU,12.1
TIGITHI,12.7
NAROMORU,46.3
GATURIRI,23
NAROMORU,5.6
NDIRITI,17.7
KIENI WEST,517.8
KIENI WEST,253
ENDARASHA,56.2
CHARITY,8.8
ENDARASHA,4.2
GAKANGA,3.8
GITEGI,12.3
KINYAITI,13.1
MITERO,14
LABURA,61.8
HONI,42.4
LABURA,19.4
MWEIGA,69.5
AMBONI,12.7
BONDENI,5.2
KAMATONGU,24.9
MWEIGA TOWN,13.5
NJENG'U,13.2
MWIYOGO,65.5
KABATI,29.3
MUTHU-INI,18.1
MWIYOGO,18.1
GATARAKWA,264.8
GATARAKWA,150.2
EMBARINGO,14.1
KABENDERA,36.3
KAMARIKI,20.1
KIMUNYURU,10.8
LAMURIA,47.6
WATUKA,21.4
MUGUNDA,114.6
KAREMENO,24.4
NAIRUTIA,33.5
KAMIRURI,15.2
RUIRII,41.5
MATHIRA EAST,130.4
KIRIMARA,50.1
CHEHE,14.8
CHEHE,6.4
GATHAITHI,3.5
KARIKI,5
GATUNDU,10.2
GATUNDU,4.5
KIAGUTHU,5.7
IHWAGI,6.1
IHWAGI,3.3
KAIRIA,2.8
IRIAINI,8.8
KAHURU,2.6
KIAMWANGI,3.2
THEGENGE,3
TURI,10.2
GIKORORO,4.3
KAGUYU,3.5
GATURA,2.4
KONYU,37.4
GACHUKU,7.3
GACHUKU,4.3
GATHAITHI-INI,3
GAKUYU,11.3
GAKUYU,6.1
GATINA,5.2
KONYU,7.8
GATHUGU,3.9
MUKORE,3.9
PETER CIIRA,11.1
BARICHU,3.8
GATURIRI,2
GITHIMA,1.7
KARINDUNDU,1.2
PETER CIIRA,2.4
MAGUTU,38.8
GATHEHU,9.7
GATHEHU,4.7
GIAKAIBEI,3.1
NDUMANU,1.9
MAGUTU,12.9
GAIKUYU,6.2
GITIMAINI,2.3
GITUNDUTI,4.4
MUTHEA,8.5
GATEI,2.8
KAGOCHI,2.1
KANJURI,3.6
RAGATI,7.7
GIKUMBO,1.9
KARURA,2.2
MUNGI,2.2
RAGATI,1.3
MATHIRA,4
KARATINA,1.3
CHERU/KIANGARARU,0.6
JAMBO,0.7
MUTHUA,2.1
GATHUGU,1
MATHAITHI,1
RELI,0.6
COMMERCIAL,0.1
GIAKAIRU,0.2
MARKET,0.3
MATHIRA WEST,162.3
KIRIMUKUYU,51.8
ICHUGA,8.5
ICHUGA,3.5
KIAWARIGI,5
KIRIMUKUYU,14.5
KIANJOGU,3
MUTATHI INI,4
NGAINI,5.4
THAITHI,2.1
NGANDU,10.4
KAIYABA,4
NGANDU,2.9
RITITI,3.5
TUMUTUMU,18.4
GIAITUU,2.8
KIRIA,4.4
KIRIMA,3.6
MBOGOINI,3.5
THIU,4.1
NGORANO,34.9
GATUNGANGA,14.4
CHIENI,6.1
GATUNGANGA,4.5
MAGANJO,3.8
NGORANO,9.8
HIRIGA,4.8
KARUTHI,5
RUTHAGATI,10.7
GACHUIRO,5.3
GITHIMA,5.3
RUGURU,75.6
HOMBE,48.2
IRURI,4.3
NDUNDU-INI,3.9
SAGANA,40
RUGURU,27.4
GATHU-INI,2.7
ITIATI,3.1
KABIRU-INI,4.5
KAHIGA,4.9
KIAMARIGA,5.3
KIHURO,3.4
RUTURU,3.6
NYERI SOUTH,169.2
OTHAYA CENTRAL,50.9
IRIAINI NORTH,19.2
IHURIRIO,11.1
KAIRUTHI,8.1
IRIAINI SOUTH,12.4
KIANDEMI,8.7
THUNGURI,3.7
TOWNSHIP,19.3
GITUNDU,6.7
KIAHAGU,6.7
KIHUGIRU,5.9
KARIMA,27.7
KARIMA NORTH,7
GURA,3.9
MUTITU,3.1
KARIMA SOUTH,12.5
ITEMEINI,5.6
WITIMA,6.9
KARIMA WEST,8.1
THUTI,8.1
OTHAYA NORTH,41.5
MAHIGA EAST,10.4
KAMOKO,5.3
UGACHIKU,5.2
MAHIGA WEST,12.1
GATURUTURU,3.5
GIKOE,4.7
MUNYANGE,3.9
MUMWE EAST,10.3
KAGONYE,3.6
RUKIRA,6.6
MUMWE WEST,8.7
GITUGI,5.2
KIHOME,3.5
OTHAYA SOUTH,49.1
CHINGA NORTH EAST,8.2
GICHICHE,3.4
KAGONGO,4.8
CHINGA NORTH WEST,14.5
GIKIGIE,7.7
MUCHARAGE,6.8
CHINGA SOUTH EAST,7.5
KARUTHI,3.7
KIAGUTHU,3.8
CHINGA SOUTH WEST,18.8
MUMBUI-INI,10.2
GATHERA,8.6
MUKURWE-INI,179.1
MUKURWE-INI CENTRAL,58.4
GITHI,9.8
ICHAMARA,5.6
KIREREMA,4.3
MUHITO,17.2
GATURIA,6.3
MURUNDUINI,4.6
THIHA,6.3
MUTUNDU,13.7
KARECHENI,5.5
MUTUNDU,8.2
THANGATHI,17.6
ITHANJI,5.9
KIHARO,11.7
MUKURWE-INI EAST,38.3
GATHUITU,8.8
MUTHUTHIINI,3.8
THIMU,5
GIKONDI,12.2
KARINDI,5.7
KIIRUNGI,6.5
THANU,17.3
KAHARO,6.2
KARABA,7.1
KIBUTIO,4
MUKURWE-INI SOUTH,49.6
MWERU,8.9
KANGURWE,4.9
KARUNDU,4
GIATHUGU,12.9
IGANA,4.3
MWERU,8.6
IGANA,9.5
GATHEA,4
MIHUTI,5.5
RUTUNE,18.3
NGAMWA,9.8
KARIARA,8.5
MUKURWE-INI WEST,32.7
GAKINDU-INI,8.6
GAIKUNDO,2.8
GAKINDU-INI,5.8
MUYU,10.1
GATURA,4.5
MUYU,5.6
RUTHANJI,8.1
NJIRU-INI,4
RUTHANJI,4.2
GAKINDU,5.9
MBIU-INI,4.1
WANJITHI,1.7
NYERI CENTRAL,167.6
MUNICIPALITY,167.6
KAMAKWA,69.1
GITATHI-INI,2.3
KAMAKWA,6.2
KIHATHA,3.4
KIHUYO,4.8
KINUNGA,2.2
MATHARI,39.3
MUNUNGAINI,4.7
MUTHUAINI,6.3
KIGANJO,32.4
GACHIKA,7
KIGANJO,4.2
KIRICHU,9.8
NYARIBO,11.4
MUKARO,24
MAJENGO,7.5
THUNGUMA,16.5
RURINGU,42.1
CHORONGI,8.1
GATITU,5.2
GITHIRU,4.6
KARIA,3.1
MARUA,5
MURUGURU,5.8
RIAMUKURWE,7
RURINGU,3.3
MT. KENYA FOREST,611.4
MT. KENYA FOREST,611.4
MT. KENYA FOREST,611.4
MT. KENYA FOREST,611.4
ABERDARE FOREST,722
ABERDARE FOREST,722
ABERDARE FOREST,722
ABERDARE FOREST,722
KIRINYAGA,"1,478.30"
KIRINYAGA CENTRAL,153.3
INOI,39.8
INOI,16.7
KANGAITA,3.4
KIAWAKARA,4.7
MBETI,4.6
THAITA,3.9
KARIKO,14.8
KARIKO,5.8
NYAGITHUCHI,9.1
NDIMI,8.3
KARINGA,3.1
NDIMI,5.2
KIRINYAGA CENTRAL,44.4
KAITHERI,3.5
KAITHERI,1.2
KANGARI,2.2
KERUGOYA,9.8
KABUMBU,1.5
KAGUYU,7.2
KAMUKUNJI,1.2
KIMANDI,6.9
KIABARIKIRI,0.8
KIANDIRERI,1.5
KIBURI,2.5
KIMANDI,2.1
KOROMA,24.3
KARIA,4.6
NDUINI,10
NGARU,9.7
MUTITU,69.1
KANYEKIINI,38.2
KANYEI,9
KATHARE,9
KIAGA,10.8
KIANJEGE,9.3
MUTIRA NORTH,17.2
GATHUTHUMA,3
KABARI,8.4
KAGUMO,1.2
KAGUYU,4.6
MUTIRA SOUTH,13.7
KIRATINA,3.9
KIRUNDA,5.1
NJUMBI,4.6
KIRINYAGA EAST,231.8
GICHUGU CENTRAL,70.4
BARAGWI,16.8
KIANJIRU,5.4
RAIMU,5
RWAMBITI,6.4
KARIRU,8
KARIRU,4.9
KIREREMA,3.1
KARUMANDI,16.1
GUAMA,4.9
KIARURI,5.4
NDUNDUINI,5.9
RWATHAI,14.4
GATU,4.5
KIATHI,4
THIMU,5.9
THUMAITA,15.1
KAMUGUNDA,7.6
KAMWETI,7.4
GICHUGU EAST,38.4
NGARIAMA EAST,15.4
KIAMUGUMO,3.6
RUNG'ETO,11.8
NGARIAMA WEST,23
KABARI,8.3
NYANGENI,7.2
THIRIKWA,7.5
GICHUGU WEST,63.7
GACHIGI,13.8
GACHIGI,6
KIANGUENYI,7.7
KABARE,11.6
KIRINGA,2.7
KIRITINI,4.2
NGIROCHE,4.7
KABARE WEST,18.9
KUTUS,3.4
MIKARARA,7.1
RUKENYA,8.4
KIRIMA,19.5
MUTIGE,5.4
NJUKU EAST,7.8
NJUKU WEST,6.2
NJUKI-INI,59.3
NJUKI-INI NORTH,22.5
MBIRI,6.6
NGERWE,9.9
NGIRIAMBU,6.1
NJUKI-INI SOUTH,36.9
KANJUU,10.7
KIAUMBUI,11.7
MIRICHI,6.5
MIRICHI SOUTH,8
KIRINYAGA WEST,207.8
NDIA EAST,85.9
GETUYA,18.5
GITAKU,5.8
KIANJANGA,8.3
KARIAINI,4.5
GIACHONGE,7.1
KAGIO-INI,7.1
THUMAITA,5.4
IRIA,5.4
MUKURE,28
KIMATHI,6.4
MUKURE,11.4
KANYOKORA,10.2
MWERUA,20.7
MATTHAURI,10.3
BARICHO,5.5
KITHUMBU,4.8
KANJAI,6.2
THIIYA,6.2
NDIA WEST,49.1
KIANGAI,16.7
KIANGAI,16.7
KIBINGOTI,13.5
KIBINGOTI,13.5
KIINE,18.9
NGUGU-INI,10.8
RUIRU,8.1
SAGANA,72.8
GACHARU,15.7
GACHARU,9.7
KINYAKIIRU,6
KARITI,21.3
MUKUI,8.5
NYANGIO,12.8
SAGANA,35.8
SAGANA,9.7
THIGIRICHI,18.6
GITUMBI,7.5
MWEA EAST,303
MURINDUKO,158.6
MURINDUKO,57.2
KAMUNYANGE,17.3
MIUU,14.3
MUGAMBACIURA,25.6
RIAGICHERU,32.3
RIAGICHERU/NGUCWI,32.3
SOUTH NGIRIAMA,69.1
IKURUNGU,28
ITANGI,18.5
KARIMA DAWA,22.5
MWEA CENTRAL,81.8
GATHIGIRIRI,14.2
MAHIGA-INI,14.2
NDINDIRUKU,15.6
KIUMBU,15.6
TEBERE,52
GATHIGIRIRI,14.7
KIARUKUNGU,4.7
MIKIMAINI,22.7
NDERWA,6.6
WANGURU,3.4
NYANGATI,62.6
KIRIMARA,9.1
KIRIMARA,9.1
KUTUS,25.7
KAMIIGUA,8.8
KANGU,7.6
KITHIRITI,9.3
NYANGATI,27.7
KIMBIMBI,17.8
MATHANGAUTA,9.9
MWEA WEST,239.4
MWEA WEST,159
CIAGINI,27.1
MARURUMO,5.8
NGANG'A,21.4
KINYAGA,19.1
KIUNGA,8.3
MUTHIGI,10.9
MAKUTANO,47.1
KIANDEGWA,8.2
KIRWARA,9.3
RUKANGA,29.6
MUTITHI,41
KIAMICIRI,5.5
KIANJOGU,35.4
WAMUMU,24.7
KIMURI,8.9
RURII,15.8
THIBA,80.4
KANGAI,18.8
KOMBOINI,11
MATHIGANI,7.8
KATHIGA,19.1
KARIKOINI,9
MBETI B,10.1
NGUKA,17.2
KARIRA,5.8
NYAIKUNGU,11.4
THIBA,25.3
KIRATINA,11.8
MBUI NJERU,13.5
MT. KENYA FOREST,343
MT. KENYA FOREST,343
MT. KENYA FOREST,343
MT. KENYA FOREST,343
MURANG'A,"2,522.80"
MURANG'A EAST,240.8
GATURI,67.9
GATHUKE-INI,14.4
GAITHERI,7.5
GATHUKEINI,7
GATURI,12.9
GEITWA,6.2
KAWERU,6.7
MUGEKA,17.2
GAKUYU,9.1
KIAMURI,8.1
NYAKIHAI,23.3
MWIRUA,14.9
NYAKIHAI,8.5
GIKINDU,52.3
GIKINDU,16.3
GAKUNJA,6.8
MATITHI,9.6
KAMBIRWA,12.2
GITUNGANO,8.4
MAREWA,3.8
MIRIRA,23.8
GIKUU,12.2
KAIRO,11.6
KIHARU,55.5
GIKANDU,25.7
GACHARU,5.3
GIKANDU,6
KIAWAMBEU,6.1
MUCHUNGUCHA,8.2
MBIRI,3.9
KIANGAGE,3.9
MUKUYU,3.9
NGOGUINI,3.9
NJOGUINI,17.9
GAITEGA,4.7
MARAGI,5
KAMBWE,4.1
MJINI,4.1
TOWNSHIP,4.2
KARURI,4.2
KIMATHI,65.1
KIGETU-INI,14.8
KIGONGO,14.8
KIMATHI,50.3
GITHURI,29.9
RURII,20.3
KANGEMA,173.7
KANYENYA - INI,60.7
GITHIGA,11.3
GATANG'ARA,2.7
GITHIGA,4.3
KIBUTHA,4.4
ICHICHI,15.7
ICHICHI,5.8
KARURA,3.3
NDUINI,6.6
KENYENYA-INI,17.4
GITUGU,5.9
KANYENYA-INI,7.5
NGOEINI,4
KIRURU,16.3
KARURUMO,7.6
KIRURI,8.7
MUGURU,61.4
GACHARAIGU,16.6
KIAMARA,5
MUNUNGA,5.1
NYAKAHURA,6.6
IYEGO,19.4
GIKUI,4.7
GITHUNGURI,6.1
KARIRAU,4.6
NJII - ITHATU,3.9
MUGURU,11.7
GAKIRA,4.4
KIANGUNYI,3.7
MARIMIRA,3.5
MURINGA - INI,13.7
IHIGA - INI,3.1
KANORERO,5
KIAIRATHE,5.6
RWATHIA,51.6
KIHOYA,16.1
KAYU,4.2
KIHOYA,5.7
NAYAGATUGU,6.2
RWATHIA,14.3
KENYANJERU,4.4
KIAWAMBOGO,5.4
RWATHIA,4.6
TUTHU,21.2
KANGURU,6.6
TUTHU,5.7
WANJERERE,8.9
MATHIOYA,177.5
GITUGI,49.7
GAKOE,17.4
KAMBARA,4.5
RUNYEKI,13
GITUGI,14.5
CHUI,4.5
GITUGI,10
KARUNG'E,17.8
KARUNG'E,5.1
MIHUTI,4.3
NGUTU,8.5
KAMACHARIA,36.8
GATHUNYA,11.5
KAMUNE,6.5
WAHUNDURA,5.1
KAMACHARIA,16.8
KAIRI,7.6
KAMACHARIA,9.2
THUITA,8.4
IRURI,4.1
THUITA,4.3
KIRU,47.1
KAGUMO - INI,12.2
KAGUMO - INI,6.2
KORA,5.9
KAIRO,21
KIAMBUTHIA,12
KAIRO,9
KIRU,14
KANJAMA,8.9
KIRIA - INI,5.1
NJUMBI,43.9
KIRITI,12.5
GACHARAGE - INI,6.2
GATUNGURU,6.3
MIORO,20.2
KAGONGO,10.8
KIAMUTURI,9.4
NJUMBI,11.2
GIKOE,6.3
NYAKIANGA,4.9
KAHURO,169.4
MUGOIRI,59.3
GATUNDU,10.3
GITARO,5.3
KARURU,5
GITHANGARA,16.6
KAGAA,4.4
MIRICHU,5.3
YAMUGWE,6.9
KIRIA,19.1
GATURI,4.6
KIRIA,7
NDUTUMI,7.5
MUGOIRI,13.3
GITIRI,4
